date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:27:25	136398/136398	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:01%20GMT	https://www.stjohns.excalibur.org.uk/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/index.html	(from )
14:27:25	294/294	---MCZ	200	added ('OK')	text/plain	etag:W/%2265084e1c-6e9%22	https://www.stjohns.excalibur.org.uk/robots.txt		(from )
14:27:25	4774/4774	---M--	200	added ('OK')	image/png	etag:%225d2464f1-12a6%22	https://www.stjohns.excalibur.org.uk/apple-touch-icon.png	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/apple-touch-icon.png	(from https://www.stjohns.excalibur.org.uk/)
14:27:25	1513/1513	---M--	200	added ('OK')	image/png	etag:%225d2464f1-5e9%22	https://www.stjohns.excalibur.org.uk/favicon-32x32.png	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/favicon-32x32.png	(from https://www.stjohns.excalibur.org.uk/)
14:27:26	1060/1060	---M--	200	added ('OK')	image/png	etag:%225d2464f1-424%22	https://www.stjohns.excalibur.org.uk/favicon-16x16.png	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/favicon-16x16.png	(from https://www.stjohns.excalibur.org.uk/)
14:27:26	287/287	---M--	200	added ('OK')	text/html	etag:%2211f-58d3c954da080%22	https://www.stjohns.excalibur.org.uk/site.webmanifest	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/site.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:27	116363/116363	---MCZ	200	added ('OK')	text/css	etag:W/%2267ff6815-1c68b%22	https://www.stjohns.excalibur.org.uk/wp-includes/css/dist/block-library/style.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-includes/css/dist/block-library/style.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:27	1961/1961	---MCZ	200	added ('OK')	text/css	etag:W/%22681b45e0-7a9%22	https://www.stjohns.excalibur.org.uk/wp-content/plugins/News%20Ticker/css/styles.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/plugins/News%20Ticker/css/styles.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:27	33049/33049	---MC-	200	added ('OK')	application/rss+xml	etag:%22269422e039bf51925be1e93adfe3c5cd%22	https://www.stjohns.excalibur.org.uk/feed/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/feed/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:27	5064/5064	---MCZ	200	added ('OK')	text/css	etag:W/%2267e57ecb-13c8%22	https://www.stjohns.excalibur.org.uk/wp-content/plugins/cookie-notice/css/front.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/plugins/cookie-notice/css/front.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:27	738/738	---M--	200	added ('OK')	application/rss+xml	etag:%22269422e039bf51925be1e93adfe3c5cd%22	https://www.stjohns.excalibur.org.uk/comments/feed/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/comments/feed/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:27	44149/44149	---MCZ	200	added ('OK')	text/css	etag:W/%2267b614ae-ac75%22	https://www.stjohns.excalibur.org.uk/wp-content/plugins/custom-twitter-feeds-pro/css/ctf-styles.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/plugins/custom-twitter-feeds-pro/css/ctf-styles.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:27	1414/1414	---MCZ	200	added ('OK')	text/css	etag:W/%22682af693-586%22	https://www.stjohns.excalibur.org.uk/wp-content/plugins/wp-slick-slider-and-image-carousel/assets/css/wpos-slick-style.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/plugins/wp-slick-slider-and-image-carousel/assets/css/wpos-slick-style.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:28	11620/11620	---MCZ	200	added ('OK')	text/css	etag:W/%22682af693-2d64%22	https://www.stjohns.excalibur.org.uk/wp-content/plugins/wp-slick-slider-and-image-carousel/assets/css/wpsisac-public-style.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/plugins/wp-slick-slider-and-image-carousel/assets/css/wpsisac-public-style.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:28	27120/27120	---MCZ	200	added ('OK')	text/css	etag:W/%22682af692-69f0%22	https://www.stjohns.excalibur.org.uk/wp-content/plugins/ics-calendar/assets/style.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/plugins/ics-calendar/assets/style.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:28	719/719	---M--	200	added ('OK')	application/rss+xml	etag:%22269422e039bf51925be1e93adfe3c5cd%22	https://www.stjohns.excalibur.org.uk/sample-page/feed/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/sample-page/feed/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:28	1065/1065	---MCZ	200	added ('OK')	text/css	etag:W/%226812a659-429%22	https://www.stjohns.excalibur.org.uk/wp-content/plugins/boxzilla/assets/css/boxzilla.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/plugins/boxzilla/assets/css/boxzilla.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:28	5491/5491	---MCZ	200	added ('OK')	text/css	etag:W/%22682487df-1573%22	https://www.stjohns.excalibur.org.uk/wp-content/uploads/porto_styles/porto-css-vars.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/uploads/porto_styles/porto-css-vars.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:29	459484/459484	---MCZ	200	added ('OK')	text/css	etag:W/%2268075e2e-702dc%22	https://www.stjohns.excalibur.org.uk/wp-content/plugins/js_composer/assets/css/js_composer.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/plugins/js_composer/assets/css/js_composer.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:29	111802/111802	---MCZ	200	added ('OK')	text/css	etag:W/%22682487e0-1b4ba%22	https://www.stjohns.excalibur.org.uk/wp-content/uploads/porto_styles/bootstrap.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/uploads/porto_styles/bootstrap.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:29	69935/69935	---MCZ	200	added ('OK')	text/css	etag:W/%22682487d9-1112f%22	https://www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/porto-plugins.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/porto-plugins.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:29	206575/206575	---MCZ	200	added ('OK')	text/css	etag:W/%22682487d9-326ef%22	https://www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/porto-theme.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/porto-theme.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:29	13785/13785	---MCZ	200	added ('OK')	text/css	etag:W/%22682487d9-35d9%22	https://www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-animate.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-animate.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:30	149/149	---MCZ	200	added ('OK')	text/css	etag:W/%22682487d9-95%22	https://www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-widget-text.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-widget-text.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:30	3564/3564	---MCZ	200	added ('OK')	text/css	etag:W/%22682487d9-dec%22	https://www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-blog-legacy.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-blog-legacy.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:30	8609/8609	---MCZ	200	added ('OK')	text/css	etag:W/%22682487d9-21a1%22	https://www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-header-legacy.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-header-legacy.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:30	2573/2573	---MCZ	200	added ('OK')	text/css	etag:W/%22682487d9-a0d%22	https://www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-footer-legacy.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-footer-legacy.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:31	3467/3467	---MCZ	200	added ('OK')	text/css	etag:W/%22682487d9-d8b%22	https://www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-side-nav-panel.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-side-nav-panel.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:31	4123/4123	---MCZ	200	added ('OK')	text/css	etag:W/%22682487d9-101b%22	https://www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-revslider.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-revslider.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:31	1470/1470	---MCZ	200	added ('OK')	text/css	etag:W/%22682487d9-5be%22	https://www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-media-mobile-sidebar.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/part/porto-media-mobile-sidebar.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:31	154218/154218	---MCZ	200	added ('OK')	text/css	etag:W/%22682487e1-25a6a%22	https://www.stjohns.excalibur.org.uk/wp-content/uploads/porto_styles/porto-shortcodes.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/uploads/porto_styles/porto-shortcodes.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:31	7979/7979	---MCZ	200	added ('OK')	text/css	etag:W/%22682487d9-1f2b%22	https://www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/porto-theme-wpb.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/porto-theme-wpb.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:32	17741/17741	---MCZ	200	added ('OK')	text/css	etag:W/%22682487d9-454d%22	https://www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/porto-theme-radius.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/themes/porto/css/porto-theme-radius.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:32	41090/41090	---MCZ	200	added ('OK')	text/css	etag:W/%22682487df-a082%22	https://www.stjohns.excalibur.org.uk/wp-content/uploads/porto_styles/porto-dynamic-style.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/uploads/porto_styles/porto-dynamic-style.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:32	10385/10385	---MCZ	200	added ('OK')	text/css	etag:W/%2268248832-2891%22	https://www.stjohns.excalibur.org.uk/wp-content/plugins/porto-functionality/builders/assets/porto-type-builder.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/plugins/porto-functionality/builders/assets/porto-type-builder.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:32	28/28	---MCZ	200	added ('OK')	text/css	etag:W/%22682487d9-1c%22	https://www.stjohns.excalibur.org.uk/wp-content/themes/porto/porto-style.min.css	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/themes/porto/porto-style.min.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2025%20May%202025%2013:28:10%20GMT	https://www.stjohns.excalibur.org.uk//wp-content/uploads/2019/04/Media.jpg?id=55	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/uploads/2019/04/Mediaa9e4.jpg	(from https://www.stjohns.excalibur.org.uk/)
14:27:34	109041/109041	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2025%20May%202025%2013:28:11%20GMT	https://www.stjohns.excalibur.org.uk/wp-content/uploads/2019/04/Media.jpg?id=55	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/uploads/2019/04/Mediaa9e4.jpg	(from https://www.stjohns.excalibur.org.uk/)
14:27:34	38153/38153	---MCZ	200	added ('OK')	text/css	etag:W/%22681b453f-9509%22	https://www.stjohns.excalibur.org.uk/wp-content/themes/porto-child/style.css?var=36	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/themes/porto-child/style7b4a.css	(from https://www.stjohns.excalibur.org.uk/)
14:27:35	27488/27488	---MCZ	200	added ('OK')	application/json	date:Sun,%2025%20May%202025%2013:28:12%20GMT	https://www.stjohns.excalibur.org.uk/wp-json/wp/v2/pages/2	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-json/wp/v2/pages/2.json	(from https://www.stjohns.excalibur.org.uk/)
14:27:35	246090/246090	---MCZ	200	added ('OK')	application/json	date:Sun,%2025%20May%202025%2013:28:12%20GMT	https://www.stjohns.excalibur.org.uk/wp-json/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-json/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:35	2375/2375	---MCZ	200	added ('OK')	application/json	date:Sun,%2025%20May%202025%2013:28:12%20GMT	https://www.stjohns.excalibur.org.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.stjohns.excalibur.org.uk%2F	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-json/oembed/1.0/embedf07e.json	(from https://www.stjohns.excalibur.org.uk/)
14:27:35	2558/2558	---MCZ	200	added ('OK')	text/xml	date:Sun,%2025%20May%202025%2013:28:13%20GMT	https://www.stjohns.excalibur.org.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.stjohns.excalibur.org.uk%2F&format=xml	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-json/oembed/1.0/embed4812	(from https://www.stjohns.excalibur.org.uk/)
14:27:36	24/24	---M--	301	error ('Moved%20Permanently')	text/plain	date:Sun,%2025%20May%202025%2013:28:13%20GMT	http://www.stjohns.excalibur.org.uk/wp-content/uploads/2024/02/Primary-Logo-Horizontal-navy-bd.png	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/uploads/2024/02/Primary-Logo-Horizontal-navy-bd.27.delayed	(from https://www.stjohns.excalibur.org.uk/)
14:27:36	11197/11197	---M--	200	added ('OK')	image/png	etag:%2265cb4c60-2bbd%22	https://www.stjohns.excalibur.org.uk/wp-content/uploads/2024/02/Primary-Logo-Horizontal-navy-bd.png	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/wp-content/uploads/2024/02/Primary-Logo-Horizontal-navy-bd.png	(from https://www.stjohns.excalibur.org.uk/)
14:27:37	125851/125851	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:14%20GMT	https://www.stjohns.excalibur.org.uk/about-us/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/about-us/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:39	129761/129761	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:15%20GMT	https://www.stjohns.excalibur.org.uk/about-us/community-lettings/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/about-us/community-lettings/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:40	139098/139098	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:15%20GMT	https://www.stjohns.excalibur.org.uk/about-us/contact/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/about-us/contact/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:41	147575/147575	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:15%20GMT	https://www.stjohns.excalibur.org.uk/about-us/policies-finance/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/about-us/policies-finance/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:42	128580/128580	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:17%20GMT	https://www.stjohns.excalibur.org.uk/about-us/contact/emergency-closure/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/about-us/contact/emergency-closure/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:42	142800/142800	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20May%202025%2013:25:49%20GMT	https://pbs.twimg.com/media/GrULaa_XkAAvy1I.jpg	C:/Users/Teddy/Documents/website/website/pbs.twimg.com/media/GrULaa_XkAAvy1I.jpg	(from https://www.stjohns.excalibur.org.uk/)
14:27:43	125477/125477	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:20%20GMT	https://www.stjohns.excalibur.org.uk/about-us/contact/visiting-st-johns/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/about-us/contact/visiting-st-johns/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:44	130032/130032	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:20%20GMT	https://www.stjohns.excalibur.org.uk/about-us/equality-diversity-inclusion-edi/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/about-us/equality-diversity-inclusion-edi/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:45	148465/148465	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:21%20GMT	https://www.stjohns.excalibur.org.uk/about-us/governance-at-st-johns/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/about-us/governance-at-st-johns/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:46	137030/137030	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:22%20GMT	https://www.stjohns.excalibur.org.uk/about-us/recruitment/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/about-us/recruitment/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:47	130473/130473	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:23%20GMT	https://www.stjohns.excalibur.org.uk/about-us/partner-sites/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/about-us/partner-sites/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:48	145027/145027	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:23%20GMT	https://www.stjohns.excalibur.org.uk/about-us/senior-leadership-team/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/about-us/senior-leadership-team/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:49	126544/126544	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:24%20GMT	https://www.stjohns.excalibur.org.uk/about-us/safeguarding/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/about-us/safeguarding/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:50	128789/128789	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:25%20GMT	https://www.stjohns.excalibur.org.uk/about-us/statutory-information/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/about-us/statutory-information/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:51	129640/129640	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:26%20GMT	https://www.stjohns.excalibur.org.uk/admissions-home/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/admissions-home/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:53	134172/134172	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:27%20GMT	https://www.stjohns.excalibur.org.uk/sixth-form/admissions/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/sixth-form/admissions/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:54	130717/130717	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:28%20GMT	https://www.stjohns.excalibur.org.uk/sixth-form/admissions/sixth-form-voe/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/sixth-form/admissions/sixth-form-voe/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:55	120594/120594	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:29%20GMT	https://www.stjohns.excalibur.org.uk/calendar-2/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/calendar-2/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:56	122914/122914	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:30%20GMT	https://www.stjohns.excalibur.org.uk/calendar-2/presentations/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/calendar-2/presentations/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:57	125464/125464	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:31%20GMT	https://www.stjohns.excalibur.org.uk/calendar-2/parents-evenings/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/calendar-2/parents-evenings/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:58	126040/126040	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:32%20GMT	https://www.stjohns.excalibur.org.uk/calendar-2/term-dates/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/calendar-2/term-dates/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:27:59	195603/195603	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:34%20GMT	https://www.stjohns.excalibur.org.uk/communication/letters-y7-11/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/communication/letters-y7-11/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:00	142950/142950	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:33%20GMT	https://www.stjohns.excalibur.org.uk/communication/latest-news/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/communication/latest-news/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:01	125660/125660	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:36%20GMT	https://www.stjohns.excalibur.org.uk/communication/newsletters/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/communication/newsletters/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:02	206625/206625	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:35%20GMT	https://www.stjohns.excalibur.org.uk/communication/letters-sixth-form/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/communication/letters-sixth-form/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:03	125724/125724	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:38%20GMT	https://www.stjohns.excalibur.org.uk/communication/user-guides/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/communication/user-guides/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:04	124537/124537	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:39%20GMT	https://www.stjohns.excalibur.org.uk/communication/student-showcase/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/communication/student-showcase/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:05	127421/127421	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:40%20GMT	https://www.stjohns.excalibur.org.uk/curriculum-home/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/curriculum-home/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:06	130904/130904	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:41%20GMT	https://www.stjohns.excalibur.org.uk/curriculum-home/the-curriculum/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/curriculum-home/the-curriculum/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:07	128349/128349	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:42%20GMT	https://www.stjohns.excalibur.org.uk/curriculum-home/curriculum-transition/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/curriculum-home/curriculum-transition/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:09	143641/143641	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:43%20GMT	https://www.stjohns.excalibur.org.uk/curriculum-home/subjects/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/curriculum-home/subjects/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:10	152527/152527	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:44%20GMT	https://www.stjohns.excalibur.org.uk/sixth-form/6f-curriculum-information/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/sixth-form/6f-curriculum-information/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:11	130188/130188	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:45%20GMT	https://www.stjohns.excalibur.org.uk/exams/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/exams/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:12	132515/132515	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:46%20GMT	https://www.stjohns.excalibur.org.uk/parents/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/parents/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:14	135610/135610	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:47%20GMT	https://www.stjohns.excalibur.org.uk/parents/guidelines/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/parents/guidelines/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:15	129480/129480	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:48%20GMT	https://www.stjohns.excalibur.org.uk/parents/support/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/parents/support/index.html	(from https://www.stjohns.excalibur.org.uk/)
14:28:16	135969/135969	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202025%2013:28:50%20GMT	https://www.stjohns.excalibur.org.uk/parents/shops/	C:/Users/Teddy/Documents/website/website/www.stjohns.excalibur.org.uk/parents/shops/index.html	(from https://www.stjohns.excalibur.org.uk/)
